Identifier (RIC),Company Name,Date,ESG_score,Social_score,Gov_score,Env_score,BVPS,Market_cap,Shares,Industry,Net_income,RETURN_ON_ASSET,QUICK_RATIO,ASSET_GROWTH,FNCL_LVRG,PE_RATIO,Scope_1,Scope_2,CO2_emissions,Energy_use,Water_use,Water_recycle,Toxic_chem_red,Injury_rate,Women_Employees,Human_Rights,Strikes,Turnover_empl,Board_Size,Shareholder_Rights,Board_gen_div,Bribery,Recycling_Initiatives,Total_assets
FAST,Fastenal Co,2017,34.43778517,37.46124819,54.97640498,14.01885537,3.637818581,29514390454,576685470,Trading Companies & Distributors,554300000,20.7406,2.0647,9.0531,1.3845,28.4353,,,,,,,0,,21.96,1,0,,9,1,11.11111111,0,0,2910500000
FAST,Fastenal Co,2016,38.14351637,40.32878184,67.42545754,11.35429385,3.345037511,29042436473,578315050,Trading Companies & Distributors,499478000,19.2027,2.2219,5.3869,1.3928,27.1561,,,,,,,0,,21.07,1,0,,10,1,20,0,0,2668884000
FAST,Fastenal Co,2015,33.20783273,30.66584286,63.17182131,11.01520156,3.09018667,28558971418,584090880,Trading Companies & Distributors,516361000,21.1123,1.6009,7.3486,1.3162,23.0621,,,,,,,0,,,1,0,,10,1,20,0,0,2532462000
FAST,Fastenal Co,2014,32.98727174,34.88355899,61.68554755,7.000172492,3.229817194,29381831176,594626000,Trading Companies & Distributors,494150000,22.2847,1.5361,13.6487,1.2025,28.6506,,,,,,,0,4,,1,0,,11,1,18.18181818,0,0,2359102000
FAST,Fastenal Co,2013,24.7821442,18.2788266,56.83110654,5.18015223,2.986810699,29468163686,595367180,Trading Companies & Distributors,448636000,23.0565,1.9734,14.3159,1.1676,31.4636,,,,,,,0,,,0,0,,11,1,18.18181818,0,0,2075784000
FAST,Fastenal Co,2012,21.64996389,17.6179153,41.68866328,9.356434145,2.634947863,29514207692,594301900,Trading Companies & Distributors,420536000,24.0253,2.2144,7.7678,1.1595,32.8521,,,,,,,0,,,0,0,,9,1,11.11111111,0,0,1815832000
FBHS,Fortune Brands Home & Security Inc,2021,53.79919225,53.08026039,35.82218288,68.49406607,22.28945455,11675847934,139500000,Building Products,772400000,10.1001,0.6885,7.8479,2.6189,18.6642,,,,,,,,,,,,,,,,,,7936200000
FBHS,Fortune Brands Home & Security Inc,2020,63.4479916,55.02531721,72.2143298,66.85505698,20.01081471,11581925921,140200000,Building Products,562000000,8.104,0.8579,16.9663,2.6239,20.6169,,,,,,,,,,,,,,,,,,7358700000
FBHS,Fortune Brands Home & Security Inc,2019,59.89548586,56.48984077,64.85711064,60.18309038,17.34524661,11250515390,141300000,Building Products,431300000,7.048,0.7186,5.4773,2.6615,19.2202,,,,,,,,,,,,,,,,,,6291300000
FBHS,Fortune Brands Home & Security Inc,2018,62.53592785,62.72161899,65.88574479,59.73536395,15.06362379,11659747018,146400000,Building Products,395500000,6.7898,0.5593,8.223,2.402,11.3314,,,,,,,,,,,,,,,,,,5964600000
FBHS,Fortune Brands Home & Security Inc,2017,59.75429009,60.79836997,61.5387254,57.12339744,16.96801567,11804655266,155800000,Building Products,449600000,8.8835,0.9686,7.4661,2.1447,22.2427,,,,,,,,,,,,,,,,,,5511400000
FBHS,Fortune Brands Home & Security Inc,2016,43.57637816,52.01367781,59.61441511,21.07139888,15.30460143,11411524555,157800000,Building Products,412400000,8.2605,0.9518,5.1849,2.0788,19.4576,,,,,,,,,,,,,,,,,,5128500000
FBHS,Fortune Brands Home & Security Inc,2015,35.38441077,48.6792144,43.4732086,13.14031576,15.3661442,11298818140,163000000,Building Products,306500000,7.056,0.9778,20.3015,1.8955,26.7695,,,,,,,,,,,,,,,,,,4875700000
FBHS,Fortune Brands Home & Security Inc,2014,24.66369208,38.19933866,26.35894718,7.047460218,13.96477132,11576558949,166300000,Building Products,273600000,3.8416,0.9302,-2.9966,1.6768,26.0289,,,,,,,,,,,,,,,,,,4052900000
FBHS,Fortune Brands Home & Security Inc,2013,26.94727563,39.79397324,31.94998287,7.617121672,16.00845922,11913336452,171300000,Building Products,209000000,5.7054,0.8721,7.8526,1.6006,33.3622,,,,,,,,,,,,,,,,,,4178100000
FBHS,Fortune Brands Home & Security Inc,2012,20.81341368,23.32175423,32.57660066,8.741936358,14.82627646,11991157548,166100000,Building Products,108300000,3.1604,1.1349,6.4873,1.6686,40.1157,,,,,,,,,,,,,,,,,,3873900000
FDX,FedEx Corp,2021,74.29997731,66.62690228,81.21210442,76.85236932,91.54545455,58640365078,268000000,Air Freight & Logistics,4952000000,6.6929,1.4023,12.5651,3.6812,17.3364,220.1095107,13.70010258,16183600,279445000,,,0,,29,1,0,65,13,1,30.76923077,1,0,82777000000
FDX,FedEx Corp,2020,75.6520871,70.69019383,86.03305069,72.37666847,70.09578544,58094528234,262000000,Air Freight & Logistics,1286000000,2.0103,1.4485,35.1709,3.5488,13.7277,221.0576815,14.29107658,16402161,278195559.9,,,0,,29,1,0,62,12,1,33.33333333,1,0,73537000000
FDX,FedEx Corp,2019,76.64263688,70.31330217,82.70683524,78.44591751,67.77480916,56944561289,265000000,Air Freight & Logistics,465000000,1.0119,1.2687,3.9614,2.8713,9.9162,231.5108174,16.04258212,16202370,269840750.7,,,0,,28,1,0,51,13,1,30.76923077,1,0,54403000000
FDX,FedEx Corp,2018,79.74059863,73.53910957,90.94514782,77.12175411,72.71910112,58894735646,272000000,Air Freight & Logistics,2953000000,9.0641,1.2201,7.7813,2.8426,17.3649,232.9879308,18.13871251,15147708,251743995.3,,,0,,29,1,0,41,12,1,25,1,0,52330000000
FDX,FedEx Corp,2017,77.00842262,69.48460896,84.63188868,78.80633236,60.42481203,58484033166,270000000,Air Freight & Logistics,2997000000,6.3421,1.461,5.642,3.1655,16.1426,273.2029187,19.0315894,14718391,243292152.8,,,0,,28,1,0,38,13,1,23.07692308,1,0,48552000000
FDX,FedEx Corp,2016,77.05685842,65.358713,89.7657266,79.1391258,49.94202899,57212180325,279000000,Air Freight & Logistics,1820000000,4.4127,1.3469,25.8082,2.8665,15.2796,289.5958949,20.46195183,14713175,238461000,,,0,,27,0,0,33,12,1,25,1,0,45959000000
FDX,FedEx Corp,2015,72.56335864,58.26450238,86.90963472,76.09855618,52.97879859,56926013435,287000000,Air Freight & Logistics,1050000000,3.0172,1.592,10.4657,2.2993,18.1601,295.189589,21.06961178,14410983,204710000,,,0,,27,0,0,,13,1,23.07692308,1,0,36531000000
FDX,FedEx Corp,2014,70.50258681,62.53226932,80.50848073,70.79885248,49.76221498,57707672994,310000000,Air Freight & Logistics,2324000000,6.9751,1.5753,-1.4806,2.0394,19.1957,311.0179285,21.91873462,14744766,208632000,,,0,,27.2,0,0,23.5,12,1,16.66666667,1,0,33070000000
FDX,FedEx Corp,2013,63.5619623,61.53483992,72.08964362,58.65161044,55.23174603,58884136873,317000000,Air Freight & Logistics,2716000000,8.5584,1.7323,12.253,1.9757,13.6512,331.2106373,22.47209466,15095179,213247000,,,0,,27.5,0,0,26.21,12,1,16.66666667,1,0,33567000000
FDX,FedEx Corp,2012,66.7367996,61.00169214,85.30865011,57.4732906,46.75238095,59451171265,317000000,Air Freight & Logistics,2032000000,7.094,1.4044,9.1948,1.913,13.0136,351.1715093,25.18507022,14792319,,,,0,,27.3,0,1,,11,1,18.18181818,1,0,29903000000
FTV,Fortive Corp,2021,52.61877797,55.7975817,69.37014851,35.18616512,27.25558739,22578094980,352300000,Machinery,614200000,3.742,0.4709,2.5792,1.7599,35.5539,4.429764018,10.41587239,67754,652419.709,,,1,,60,1,0,,8,1,25,1,0,16465500000
FTV,Fortive Corp,2020,45.34290477,47.87957784,62.558008,28.22543519,26.56846473,23052062623,359000000,Machinery,1452200000,9.6344,0.9211,-7.9563,2.0482,57.0415,3.694874224,12.65472056,62135,653431.403,,,1,3.15,,1,0,,7,1,14.28571429,1,0,16051500000
FTV,Fortive Corp,2019,40.13011823,45.3109421,51.38387728,25.09145589,21.99821322,22750446851,340000000,Machinery,268100000,4.8701,0.6045,35.1274,2.1702,19.0396,2.444015914,9.03354702,66066,653675.519,,,0,,,1,0,,7,1,14.28571429,1,0,17439000000
FTV,Fortive Corp,2018,26.95347153,37.99341617,35.26020174,7.969034608,19.08972504,23249549141,350700000,Machinery,471200000,24.8977,1.0828,22.9035,2.2537,41.6543,,,,,,,0,,,1,0,,7,1,14.28571429,1,0,12905600000
FTV,Fortive Corp,2017,27.84618005,42.54599395,34.2985843,6.408268734,10.90733813,23515258274,352600000,Machinery,814300000,11.1769,1.2373,28.2156,2.8851,31.4085,,,,,,,,,,,,,,,,,,10500600000
FTV,Fortive Corp,2016,,,,,7.775238646,23113103911,347300000,Machinery,740200000,11.3283,1.1924,13.58,1.9575,25.0727,,,,,,,,,,,,,,,,,,8189800000
FTV,Fortive Corp,2015,,,,,15.00434531,22432617909,345200000,Machinery,863800000,11.8603,0.7399,-1.9713,1.3994,,,,,,,,,,,,,,,,,,,7210600000
FTV,Fortive Corp,2014,,,,,15.19948197,22841396432,344044620,Machinery,883400000,12.1049,0.7442,1.5953,1.4098,,,,,,,,,,,,,,,,,,,7355600000
FTV,Fortive Corp,2013,,,,,14.89167306,22859325315,344044620,Machinery,830900000,,0.7138,,,,,,,,,,,,,,,,,,,,,7240100000
FTV,Fortive Corp,2012,,,,,,22723065807,344044620,Machinery,763700000,,,,,,,,,,,,,,,,,,,,,,,6762300000
GD,General Dynamics Corp,2021,63.29408941,62.2818546,84.77410028,35.8742662,62.90763728,66128216882,282017000,Aerospace & Defense,3257000000,6.4253,0.3322,-2.407,3.0443,18.0494,,,762200,,,,0,13.902,23,1,0,,12,1,25,1,0,50073000000
GD,General Dynamics Corp,2020,56.07992718,54.62467326,73.50789415,35.0045325,54.58277859,65467295720,287913000,Aerospace & Defense,3167000000,6.2927,0.3749,3.9697,3.3961,13.5291,,,794161,,,,0,12.495,,1,0,,11,1,27.27272727,1,0,51308000000
GD,General Dynamics Corp,2019,62.78261265,62.76628775,80.33512049,38.87755102,48.48657236,64792489660,290836000,Aerospace & Defense,3484000000,7.3535,0.2646,8.6791,3.6856,14.7204,,,784264,,,,0,11.004,,1,0,,13,1,23.07692308,1,0,49349000000
GD,General Dynamics Corp,2018,58.02378837,56.53925712,75.83440583,36.48071625,39.73420217,65106288363,299160000,Aerospace & Defense,3358000000,8.3153,0.3204,29.5669,3.4728,13.7685,,,821773,,,,0,12.829,,1,0,,14,1,21.42857143,1,0,45408000000
GD,General Dynamics Corp,2017,56.63306031,52.26629232,76.01274933,38.27811609,38.22215983,63309582517,304637000,Aerospace & Defense,3031000000,8.5373,0.5039,5.6493,3.1385,20.4459,,,817293,,,,0,15.39,,1,0,,13,1,23.07692308,1,0,35046000000
GD,General Dynamics Corp,2016,51.98921674,46.35645742,69.87539773,38.01104019,33.80624666,60685336729,310387000,Aerospace & Defense,2679000000,7.8933,0.4262,3.6722,3.0975,19.9838,,,873858,,,,0,,,1,0,,13,1,23.07692308,1,0,33172000000
GD,General Dynamics Corp,2015,40.34917687,36.06896985,51.02986612,33.69649845,33.41912714,60057739323,326652000,Aerospace & Defense,3036000000,9.0177,0.5007,-9.4518,2.9837,14.7858,,,,,,,0,,,0,0,,12,1,16.66666667,1,0,31997000000
GD,General Dynamics Corp,2014,37.06925433,40.6504065,38.44809866,28.56930651,35.29022172,60210473205,341331000,Aerospace & Defense,2673000000,7.1522,0.6136,-0.4423,2.6901,17.4529,,,,,,,0,,,0,0,,13,1,15.38461538,1,0,35337000000
GD,General Dynamics Corp,2013,46.02183686,40.79420863,59.31873781,37.55289076,41.34708053,59932775238,353499000,Aerospace & Defense,2486000000,6.7533,0.7889,3.4539,2.696,13.458,,,914956,,,,1,,,0,0,,13,1,7.692307692,1,0,35494000000
GD,General Dynamics Corp,2012,36.85930863,39.84654259,34.65386935,34.34486915,32.23469347,59538444125,353346000,Aerospace & Defense,-381000000,-0.9596,0.6454,-1.6455,2.8102,10.885,,,918787.8,,,,1,,,0,0,,11,1,,1,0,34309000000
GE,General Electric Co,2021,75.31447271,65.92555863,89.65003487,75.96049784,36.71220401,1.01632E+11,1098000000,Industrial Conglomerates,-3404000000,-2.8654,0.8409,-22.3788,5.9999,159.6641,9.626289,15.29656882,1890000,21132000,26384307.7,,0,,21.9,1,1,,11,1,18.18181818,1,1,1.98874E+11
GE,General Electric Co,2020,79.98475618,71.37915799,92.29870199,81.13979415,32.49634369,1.03512E+11,1095000000,Industrial Conglomerates,6505000000,2.188,1.1085,-3.3811,8.1651,159.6641,11.08389399,15.40661265,2390000,27100000,24870143.7,,0,,,1,1,,10,1,40,1,1,2.56211E+11
GE,General Electric Co,2019,79.92871555,74.06046385,87.60567758,81.20729352,25.95417049,1.015E+11,1091000000,Industrial Conglomerates,-604000000,-1.7281,0.8032,-14.7538,9.7198,18.4743,13.29732404,15.56508473,2800000,31757306,33349462.1,,0,,,1,1,,11,1,27.27272727,1,1,2.65177E+11
GE,General Electric Co,2018,81.42546738,79.9426862,83.46345637,81.68159188,28.51777701,1.04996E+11,1086375000,Industrial Conglomerates,-20869000000,-6.5719,1.4388,-15.7546,7.8197,13.9057,16.82128144,21.25323583,3780000,43257460,34750063.8,,0,,,1,0,,18,1,27.77777778,1,1,3.11072E+11
GE,General Electric Co,2017,81.24665204,69.32172776,92.5054941,86.80502796,51.60078278,1.05942E+11,1085875000,Industrial Conglomerates,-3837000000,-2.3104,1.4781,1.1123,5.5703,19.0821,13.56011652,18.49867747,3830000,42729930,25475809.3,,0,,,1,1,,17,1,23.52941176,1,1,3.69245E+11
GE,General Electric Co,2016,82.44600779,74.85129712,91.69706242,84.56744868,67.21506925,1.01731E+11,1141250000,Industrial Conglomerates,8164000000,2.0579,1.5783,-25.937,4.93,28.755,17.02009413,22.31716424,4530000,49060300,30699700,,0,,,1,0,,16,1,25,1,1,3.65183E+11
GE,General Electric Co,2015,81.4900497,76.13243061,89.77294133,81.78876903,79.0611424,1.01852E+11,1243000000,Industrial Conglomerates,1701000000,-1.0672,1.3469,-24.7167,5.0702,36.7163,,,5030000,52330976,30510404.6,,1,,,1,0,,17,1,29.41176471,1,1,4.93071E+11
GE,General Electric Co,2014,80.62152999,76.16777264,82.54606208,84.25234488,102.0670981,1.03501E+11,1265375000,Industrial Conglomerates,9490000000,2.323,1.1531,-0.2446,5.0691,23.6333,17.70522168,27.51119061,4980000,51824547.2,29071948.8,,1,,,1,0,,18,1,27.77777778,1,1,6.54954E+11
GE,General Electric Co,2013,79.79999187,81.9197763,68.58124091,85.09650072,102.1843084,1.01896E+11,1286125000,Industrial Conglomerates,7881000000,1.9465,1.2505,-4.1517,5.2902,20.314,13.66906974,20.19136698,4880000,50642683,28125611.16,,1,,30.93,1,0,,18,1,22.22222222,1,1,6.5656E+11
GE,General Electric Co,2012,84.4593259,85.04370996,82.53172912,85.12501866,93.5292217,1.08239E+11,1320500000,Industrial Conglomerates,14847000000,1.9441,1.0061,-4.6387,5.8603,15.1791,15.40864722,20.56842358,5090000,50800805,34447249,,1,,31.31,1,0,,16,1,25,1,0,6.84999E+11
GNRC,Generac Holdings Inc,2021,30.70331467,33.87855213,60.7417025,2.202083881,35.31528571,20403114282,64253410,Electrical Equipment,556569000,13.5703,0.6002,50.7617,2.2511,41.1772,,,,,,,0,9.15,,1,0,,10,1,20,1,0,4877780000
GNRC,Generac Holdings Inc,2020,31.04081318,32.95865464,63.56497715,1.841923826,22.32294689,20181785013,63737730,Electrical Equipment,347218000,11.8817,1.6056,21.3738,2.4358,39.7467,,,,,,,0,,,1,0,,10,1,20,1,0,3235423000
GNRC,Generac Holdings Inc,2019,25.46002419,31.81995644,44.83099844,2.368730777,16.67095397,20489860047,62865450,Electrical Equipment,252308000,9.8982,1.2924,9.865,2.84,24.1729,,,,,,,0,,,1,0,,10,1,10,1,0,2665669000
GNRC,Generac Holdings Inc,2018,23.9172659,34.35296978,36.50275103,2.027388854,12.33415442,20121828381,62233230,Electrical Equipment,241220000,10.7027,0.982,19.7609,3.3868,12.8426,,,,,,,0,,,1,0,,10,1,10,1,0,2426314000
GNRC,Generac Holdings Inc,2017,25.53610928,40.77533973,35.51694552,0.568475452,8.930282863,20191352561,62642870,Electrical Equipment,131157000,8.1184,1.0538,8.8243,4.0701,19.1905,,,,,,,0,,,1,0,,8,1,12.5,1,0,2025965000
GNRC,Generac Holdings Inc,2016,27.4930526,39.06267992,45.31564878,,6.180064983,19221203229,65382770,Electrical Equipment,98812000,5.4274,0.904,4.6693,4.1988,23.5695,,,,,,,0,,,1,0,,9,1,,1,0,1861684000
GNRC,Generac Holdings Inc,2015,,,,,6.841380668,17284731584,69200300,Electrical Equipment,77747000,4.2471,1.3978,-5.5195,3.831,17.8694,,,,,,,,,,,,,,,,,,1778635000
GNRC,Generac Holdings Inc,2014,,,,,7.146359879,18016967898,70171040,Electrical Equipment,174613000,9.4879,1.5752,4.6901,4.5618,20.6298,,,,,,,,,,,,,,,,,,1882542000
GNRC,Generac Holdings Inc,2013,,,,,4.657218107,18800868969,69667530,Electrical Equipment,174539000,10.2608,1.256,12.1182,4.3577,21.2617,,,,,,,,,,,,,,,,,,1798205000
GNRC,Generac Holdings Inc,2012,,,,,6.882774107,19294108961,69193140,Electrical Equipment,93223000,5.9065,0.8241,3.2879,2.5611,22.9237,,,,,,,,,,,,,,,,,,1603847000
GWW,W W Grainger Inc,2021,75.57297153,79.15139858,67.22326202,78.62129991,36.10789981,24598231307,52200000,Trading Companies & Distributors,1114000000,16.1869,1.3056,4.718,3.4811,26.6081,3.01976319,7.048755006,115647,1325966.4,474648,,0,5,38.1,1,0,,11,1,18.18181818,1,0,6592000000
GWW,W W Grainger Inc,2020,74.25198105,80.50347083,61.07502285,78.40244812,34.1682243,24574721674,53700000,Trading Companies & Distributors,755000000,11.3008,1.4289,4.8293,3.3397,19.6882,3.337224846,8.092416006,128252,2058278.4,508653,,0,7,38,1,0,,11,1,18.18181818,1,0,6295000000
GWW,W W Grainger Inc,2019,71.6103972,78.68960007,74.17063915,61.74217763,33.91224863,23835190390,54700000,Trading Companies & Distributors,895000000,14.2953,1.0638,2.2476,3.1457,17.9492,3.70263789,8.053621103,122559,1357261.2,470000,,0,7,37.4,1,0,,11,1,18.18181818,1,0,6005000000
GWW,W W Grainger Inc,2018,60.30564404,75.74374386,61.81547189,42.17990065,34.24242424,24381533820,56500000,Trading Companies & Distributors,823000000,13.3939,1.2811,1.1888,3.2337,17.2471,4.032966092,9.899376593,141235,1442870,510000,,0,6.5,,1,0,,11,1,9.090909091,1,0,5873000000
GWW,W W Grainger Inc,2017,57.52076916,74.17728283,56.75669535,39.95871389,29.29171577,24363646056,58000000,Trading Companies & Distributors,620000000,10.1928,1.0962,1.9264,3.2966,21.445,4.84499544,10.23664586,150415,1548442.8,640000,,0,5.5,,1,0,,11,1,9.090909091,1,0,5804254000
GWW,W W Grainger Inc,2016,58.85543964,74.99518978,62.47205211,38.20742446,29.75191992,23830590679,60839930,Trading Companies & Distributors,632838000,10.4904,0.9192,-2.7903,2.8421,20.5527,,,156449.76,,588971,,0,6,,1,0,,11,1,9.090909091,1,0,5694307000
GWW,W W Grainger Inc,2015,51.94535552,74.53813142,47.38793433,31.05850692,34.78734242,23631780956,65765120,Trading Companies & Distributors,785174000,13.805,0.8386,10.8783,2.0343,16.9379,,,159498.11,,,,0,6.5,,1,0,,11,1,9.090909091,1,0,5857755000
GWW,W W Grainger Inc,2014,57.60057053,75.43119951,69.97809968,27.80434975,46.97305834,24132638357,69205740,Trading Companies & Distributors,812296000,15.1996,1.1093,0.3175,1.633,20.1385,3.800092625,11.47994228,136757,,,,0,,,0,0,,12,1,8.333333333,1,0,5283049000
GWW,W W Grainger Inc,2013,42.78822017,47.68658127,67.58209265,16.77474672,46.79885008,24221566099,70576430,Trading Companies & Distributors,807749000,15.5051,1.2814,5.0199,1.6386,22.1587,3.40113528,11.69297311,121933,,,,0,,,0,0,,12,1,8.333333333,1,0,5266328000
GWW,W W Grainger Inc,2012,43.72299462,50.96970519,63.29064466,19.49891731,43.31514923,24090729880,71181730,Trading Companies & Distributors,698849000,14.1795,1.289,6.3302,1.7214,19.3614,,,,,,,0,,,0,0,,12,1,8.333333333,1,0,5014598000
HII,Huntington Ingalls Industries Inc,2021,33.52189723,47.68097119,28.41900777,14.30754918,69.67741935,8437683642,40300000,Aerospace & Defense,544000000,5.7922,0.4368,30.2807,3.989,14.4871,,,,2445837,,,0,26.2,,1,0,,10,1,30,1,0,10627000000
HII,Huntington Ingalls Industries Inc,2020,36.16108623,51.33907389,29.57071512,17.09167569,46.8226601,8337711087,40600000,Aerospace & Defense,696000000,9.1651,0.4084,16.0148,4.3531,16.5067,,,,,,,0,23.35,,1,0,,11,1,27.27272727,1,0,8157000000
HII,Huntington Ingalls Industries Inc,2019,37.82507316,45.26118369,49.32955304,8.391608392,38.35748792,8163758841,41400000,Aerospace & Defense,549000000,8.1855,0.2079,10.152,4.3215,21.5484,,,,,,,0,,,1,0,,11,1,27.27272727,1,0,7031000000
HII,Huntington Ingalls Industries Inc,2018,45.66197615,51.89413757,64.98509858,7.792207792,34.61187215,8173756097,43800000,Aerospace & Defense,836000000,13.1065,0.269,0.1412,3.8965,13.7347,,,,,,,,,,1,,,10,1,20,1,,6383000000
HII,Huntington Ingalls Industries Inc,2017,36.22855359,35.93822531,58.41698842,6.508264463,38.46827134,7992205937,45800000,Aerospace & Defense,479000000,7.5279,0.8124,0.3463,3.7309,31.216,,,,,,,0,,,1,0,,9,1,22.22222222,1,0,6374000000
HII,Huntington Ingalls Industries Inc,2016,36.12583303,36.24151049,58.14312153,5.888429752,35.32051282,7677492334,47200000,Aerospace & Defense,573000000,9.2599,1.4028,5.4449,3.9376,18.6139,,,,,,,0,,,1,0,,10,1,20,1,0,6352000000
HII,Huntington Ingalls Industries Inc,2015,28.59846546,35.97061176,39.57731959,,31.10647182,7493542833,48300000,Aerospace & Defense,404000000,6.5889,1.5447,-3.4461,4.2953,14.5259,,,,,,,0,,,1,0,,9,1,22.22222222,1,0,6024000000
HII,Huntington Ingalls Industries Inc,2014,39.96406587,44.08800582,61.0882252,3.535353535,27.97131148,7473148431,49300000,Aerospace & Defense,338000000,5.4236,1.5457,0.2249,4.3188,13.8885,,,,,,,0,,,1,0,,9,1,22.22222222,1,0,6239000000
HII,Huntington Ingalls Industries Inc,2013,29.70180984,22.19624971,59.0647482,3.535353535,30.60362173,7441557104,50400000,Aerospace & Defense,261000000,4.1373,1.556,-2.6126,5.7665,19.7178,,,,,,,0,,,0,0,,9,1,22.22222222,1,0,6225000000
HII,Huntington Ingalls Industries Inc,2012,30.65415904,26.5051874,58.75803723,,13.50202429,7394769948,50100000,Aerospace & Defense,146000000,2.3433,1.4176,5.3221,8.1658,14.8935,,,,,,,0,,,0,0,,8,1,12.5,1,0,6392000000
HON,Honeywell International Inc,2021,78.08059558,74.06237178,89.37650595,74.83845811,26.82218691,1.28605E+11,700400000,Industrial Conglomerates,5610000000,8.5885,0.9408,-0.1796,3.5732,25.4302,29.71067041,25.93320439,2042631,18154911.6,,,1,1.85,28.9,1,0,,13,1,30.76923077,1,0,64470000000
HON,Honeywell International Inc,2020,75.54933552,66.69788239,86.66402106,77.79491266,24.92401647,1.27864E+11,711200000,Industrial Conglomerates,4865000000,7.754,1.0762,10.0666,3.4199,31.2625,35.38464667,25.09073729,2527992,19843568.48,,,1,2.1,28.7,1,0,,12,1,25,1,0,64586000000
HON,Honeywell International Inc,2019,73.94416444,67.6087884,84.00562511,74.11538513,25.65048544,1.25916E+11,730300000,Industrial Conglomerates,5949000000,10.5503,0.91,1.5682,3.1753,19.3758,33.43908817,30.30682884,2583877,20486100.02,,,1,2.25,,1,0,,14,1,21.42857143,1,0,58679000000
HON,Honeywell International Inc,2018,67.411196,66.30206061,62.50197588,71.98936377,24.46837147,1.30134E+11,753000000,Industrial Conglomerates,6388000000,11.5401,0.9021,-2.8535,3.3805,14.3458,68.68744593,38.6462521,4218429,32546490.88,,,1,2.3,,1,0,,14,1,21.42857143,1,0,57773000000
HON,Honeywell International Inc,2017,66.8386484,67.55097292,63.59210218,68.26163035,21.65332634,1.29318E+11,772100000,Industrial Conglomerates,4608000000,2.7197,0.956,9.8327,3.1673,19.189,91.39293953,44.99898914,5262137,36805768.1,,,1,2.35,,1,0,,14,1,21.42857143,1,0,59470000000
HON,Honeywell International Inc,2016,62.76869006,69.97811017,49.69804429,63.67913001,25.34214314,1.25052E+11,775300000,Industrial Conglomerates,4849000000,9.302,0.898,9.794,2.7478,16.9672,98.95851734,43.94802263,5759991,38407349.18,,,1,,,1,0,,14,1,21.42857143,1,0,54146000000
HON,Honeywell International Inc,2015,53.14266263,61.1890267,32.47384498,58.30479332,23.44575532,1.22734E+11,789300000,Industrial Conglomerates,4847000000,10.0626,0.7549,8.5037,2.6368,15.9573,111.298963,45.08132121,6107432,38625746.6,,,1,2.45,,1,0,,12,1,25,1,0,49316000000
HON,Honeywell International Inc,2014,67.58770722,62.82078686,83.24964105,62.19967532,22.51019888,1.25203E+11,795200000,Industrial Conglomerates,4329000000,9.3282,1.0327,0.0352,2.5876,17.3301,146.8961635,46.62883313,7289119,,,,1,,,1,0,,11,1,18.18181818,1,0,45451000000
HON,Honeywell International Inc,2013,64.15767757,58.69304466,80.1719767,59.3037518,22.21134283,1.24908E+11,797300000,Industrial Conglomerates,3962000000,8.9909,0.8704,8.5585,2.8674,17.2356,181.7441759,48.55150702,8412471,,,,1,,,1,1,,10,1,10,1,0,45435000000
HON,Honeywell International Inc,2012,61.78360239,57.42141189,78.46492554,55.25134348,16.58358896,1.26595E+11,791900000,Industrial Conglomerates,2931000000,7.1662,0.8585,5.1372,3.4339,15.6576,,,,,,,1,,,0,0,,10,1,10,1,0,41853000000
HWM,Howmet Aerospace Inc,2021,59.12165463,68.21315807,51.9535144,52.09088493,8.158139535,14598834929,435000000,Aerospace & Defense,258000000,2.3821,0.8675,-10.6965,3.1053,31.5918,70.35558091,81.76459403,800000,11270000,4146440,,1,,25,1,0,37,10,1,30,1,0,10219000000
HWM,Howmet Aerospace Inc,2020,52.55995103,67.38453963,33.53323841,51.1024408,8.222988506,14716128294,439000000,Aerospace & Defense,211000000,1.7997,1.1675,-34.8423,3.5992,35.6319,61.98929276,77.48661595,990000,13610000,4846940,,1,,26,1,1,19.87,10,1,10,1,0,11443000000
HWM,Howmet Aerospace Inc,2019,51.81817721,76.42463404,24.5866862,43.46736597,10.29372197,13869940444,463000000,Aerospace & Defense,126000000,2.5927,0.5236,-6.0504,3.6057,24.3455,241.95928,239.0085571,3260000,13590000,12230000,,1,5.35,24,1,0,16.17,13,1,7.692307692,1,0,17562000000
HWM,Howmet Aerospace Inc,2018,57.87339339,82.13593028,39.4586788,38.13543599,11.53830228,15047063146,503000000,Aerospace & Defense,368000000,3.4321,0.9443,-0.1336,3.6063,12.068,125.7716049,132.7160494,3350000,42820000,11680000,,1,5.55,23,1,0,14.99,14,1,21.42857143,1,0,18693000000
HWM,Howmet Aerospace Inc,2017,73.91284605,75.58961016,72.82413439,72.2979798,10.88691796,14975849317,451000000,Aerospace & Defense,198000000,-0.3819,1.1278,-6.5875,3.9099,21.7133,126.6741972,140.3905115,3310000,41470000,12900000,,1,5.65,30,1,0,12.47,9,1,33.33333333,1,1,18718000000
HWM,Howmet Aerospace Inc,2016,73.59975042,96.0101623,44.13878687,72.34848485,11.67808219,14401949637,438000000,Aerospace & Defense,-1062000000,-3.3301,1.032,-45.0668,3.3151,24.0304,1949.569,861.9995166,34900000,443102385,132900000,,1,5.883,21.167,1,0,4.5,5,1,20,1,1,20038000000
